name,location,tel_nomer,restaurant_link
Rosaline,"8479 Melrose Ave, Los Angeles, CA 90069-5305",+1 323-297-9500,http://rosalinela.com
Riordan's Tavern,"875 S Figueroa St, Los Angeles, CA 90017-2507",+1 213-627-6879,http://riordanstavern.restaurant/
Bombo Foods,"317 S Broadway, Los Angeles, CA 90013-1222",+1 213-628-3400,http://bombofoods.com/
Sugarfish by Sushi Nozawa,"12833 Ventura Blvd Suite 129, Los Angeles, CA 91604-2368",+1 747-212-2688,http://sugarfishsushi.com/our-locations/studio-city
Red Lion Tavern,"2366 Glendale Blvd, Los Angeles, CA 90039-3209",+1 323-662-5337,http://www.redliontavern.net/
Ever Bar,"1800 Argyle Ave, Los Angeles, CA 90028-5253",+1 213-279-3534,http://www.everbarla.com/
Nonna's Empanadas,"6333 W 3rd St Stall 330, Los Angeles, CA 90036",+1 323-934-3724,http://nonnasempanadas.com/
Art's Delicatessen,"12224 Ventura Blvd, Los Angeles, CA 91604-2557",+1 818-762-1221,http://www.artsdeli.com
The Milky Way,"9108 W Pico Blvd, Los Angeles, CA 90035-1321",+1 310-859-0004,http://www.milkywayla.com/
Blue Dog Beer Tavern,"4524 Saugus Ave, Los Angeles, CA 91403-4041",+1 818-990-2583,http://bluedogbeertavern.com/
BomBay Palace,"8690 Wilshire Blvd, Beverly Hills, CA 90211-2911",+1 310-659-9944,http://www.bombaypalace.com
La Pergoletta,"1802 Hillhurst Ave, Los Angeles, CA 90027-4408",+1 323-664-8259,http://www.lapergoletta.com/
Le Pain Quotidien,"13045 Ventura Blvd, Los Angeles, CA 91604",+1 818-986-1929,https://www.lepainquotidien.com/us/en/locations/studio_city/13045-ventura-blvd?utm_source=yext&utm_medium=business-listing&utm_campaign=&y_source=1_Nzg1ODU0OC03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Spire 73,"900 Wilshire Blvd 73 Floor, Los Angeles, CA 90017-4701",+1 818-818-8683,http://spire73.com
Vinh Loi Tofu Vietnamese Vegan Restaurant,"18625 Sherman Way Ste 101 Reseda, Los Angeles, CA 91335-4180",+1 818-996-9779,http://www.vinhloitofu.com/
Venice Ramen,"515 Washington Blvd, Los Angeles, CA 90292-5420",+1 310-448-8886,http://www.veniceramen.com
El Cochinito Restaurant,"3508 W Sunset Blvd, Los Angeles, CA 90026-2106",+1 323-668-0737,http://www.cochinitola.com
Golden Road at Grand Central,"317 S Broadway, Los Angeles, CA 90013-1222",+1 213-628-3337,http://www.goldenroad.la
Pizza Studio Los Angeles - USC,"3584 S. Figueroa St. Space 5, Los Angeles, CA 90007",+1 213-763-6124,https://www.pizzastudio.com/locations/los-angeles-ca-usc
Sushi Dan,"11056 Ventura Blvd, Los Angeles, CA 91604-3546",+1 818-985-2254,http://www.sushidan.com
Green Street Tavern,"69 W Green St, Pasadena, CA 91105-2068",+1 626-229-9961,http://www.greenstreettavern.net
La Paella,"476 S San Vicente Blvd, Los Angeles, CA 90048-4107",+1 323-951-0745,http://www.usalapaella.com/
Ekkamai Thai Restaurant,"13223 W Washington Blvd, Los Angeles, CA 90066-5105",+1 310-827-2777,http://www.ekkamairestaurant.com
GRANVILLE - West Hollywood,"8701 Beverly Blvd, West Hollywood, CA 90048-1803",+1 424-522-5161,http://www.granvillecafe.com/
Daisy Mint,"1218 E Colorado Blvd, Pasadena, CA 91106-1842",+1 626-792-2999,http://www.daisymint.com/
Denny's,"8601 S Bellanca Ave, Los Angeles, CA 90045",+1 310-410-1222,https://locations.dennys.com/CA/LOS-ANGELES/246220?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing&y_source=1_MjIyOTE2OS03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Lala's,"11935 Ventura Blvd Studio City, Los Angeles, CA 91604-2607",+1 818-623-4477,http://lalasgrill.com
REAL FOOD DAILY,"899 E Del Mar Blvd, Pasadena, CA 91106-3202",+1 626-844-8900,http://Www.realfood.com
Jinky's Cafe,"14120 Ventura Blvd Sherman Oaks, Los Angeles, CA 91423-2779",+1 818-981-2250,http://www.jinkys.com/Sherman-Oaks.html
Wasabi,"100 Universal City Plaza Universal CityWalk Hollywood, Los Angeles, CA 91608",+1 818-763-8813,http://www.wasabiatcitywalk.com/
Bacari W. 3rd,"8030 3/4 W. 3rd St, Los Angeles, CA 90048-4307",+1 213-933-2327,http://www.bacariw3rd.com
El Cholo Cafe,"300 E Colorado Blvd Suite 214, Pasadena, CA 91101-2265",+1 626-795-5800,http://elcholopasadena.com
Here's Looking at You,"3901 W 6th St, Los Angeles, CA 90020-4202",+1 213-568-3573,http://www.hereslookingatyoula.com
Urban Plates,"269 S Lake Ave Del Mar is the cross street, Pasadena, CA 91101-3001",+1 626-800-4448,https://urbanplates.com/
Ozzie's Diner,"7780 E Slauson Ave, Commerce, CA 90040-3829",+1 323-726-0300,https://www.facebook.com/pages/category/American-Restaurant/Ozzies-Diner-118161591533797/
Sonoratown,"208 E 8th St, Los Angeles, CA 90014-2104",+1 213-628-3710,https://www.facebook.com/sonoratownla
Hollywood Thai Restaurant,"5241 Hollywood Blvd, Los Angeles, CA 90027-4908",+1 323-467-0926,https://www.facebook.com/HollywoodThai/
California Pizza Kitchen,"735 S Figueroa St Ste. 305, Los Angeles, CA 90017-2571",+1 213-228-8500,http://www.cpk.com
Ahgassi Gopchang,"3744 W 6th St, Los Angeles, CA 90020-5102",+1 323-902-6328,http://kijung.com/ahgassi-gopchang/
Valley Inn Restaurant and Bar,"4557 Sherman Oaks Ave, Los Angeles, CA 91403-3011",+1 818-784-1163,http://valleyinnrestaurantandbar.com
Nong La Cafe,"2055 Sawtelle Blvd, Los Angeles, CA 90025-6229",+1 310-268-1881,http://nonglacafe.com
Nicola's Kitchen,"20969 Ventura Blvd Ste 14 1-hour Free W/validation Secure Parking, Los Angeles, CA 91364-6601",+1 818-883-9477,http://www.nicolaskitchen.com
Santouka Ramen,"3760 S Centinela Ave, Los Angeles, CA 90066-3126",+1 310-391-1101,http://www.santouka.co.jp
EnjoEat Classico,"3918 Van Buren Pl, Los Angeles, CA 90252",+1 310-837-7004,http://eataliangroup.com/enjoeat-classico
Tel Aviv Glatt Kosher Grill,"6846 Reseda Blvd Inside Kosher Bazaar Grocery Market, Los Angeles, CA 91356",+1 818-774-9400,http://www.facebook.com/Tel-Aviv-Grill
Chipotle Mexican Grill,"601 W 7th St, Los Angeles, CA 90017",+1 213-283-2058,https://locations.chipotle.com/ca/los-angeles/601-w-7th-st?utm_source=extendednetwork&utm_medium=yext&utm_campaign=yext_listings&restaurant=1500
Cafe Los Feliz,"2100 Hillhurst Ave, Los Angeles, CA 90027-2004",,http://cafe-los-feliz.cafes-city.com#menu
Fish Grill,"9618 W Pico Blvd Ste 508, Los Angeles, CA 90035-1279",+1 310-860-1182,http://www.fishgrill.com/
Antonio's Pizzeria & Italian Restaurant,"13619 Ventura Blvd Sherman Oaks, Los Angeles, CA 91423-3701",+1 818-788-1103,http://antoniospizzeriala.com
Modo Mio cucina rustica,"15200 W Sunset Blvd Suite 106, Los Angeles, CA 90272-3619",+1 310-459-0979,http://www.restaurantmodomio.com
Stonefire Grill,"6405 Fallbrook Ave West Hills, Los Angeles, CA 91307-3518",+1 818-887-4145,https://www.facebook.com/Stonefire-Grill-1087107144638349/
Bacari PDR,"6805 Vista Del Mar Ln Playa Del Rey, Los Angeles, CA 90293-7641",+1 213-340-8196,https://www.bacaripdr.com/
Wahlburgers,"6922 Hollywood Blvd Ste 106 Ste 106, Los Angeles, CA 90028-6151",+1 424-276-3160,http://www.wahlburgersrestaurant.com/
Hal's Bar & Grill,"1349 Abbot Kinney Blvd, Los Angeles, CA 90291-3739",+1 310-396-3105,http://www.halsbarandgrill.com/
Divino,"11714 Barrington Ct, Los Angeles, CA 90049-2930",+1 310-472-0886,http://www.divinobrentwood.com
Sun Nong Dan,"3470 W 6th St #7, Los Angeles, CA 90020-2556",+1 213-365-0303,https://www.sunnongdan.com/
Denny's Restaurant #7213,"5525 Sepulveda Blvd Sherman Oaks, Los Angeles, CA 91411-3438",+1 818-787-0700,http://www.dennys.com
Dave & Buster's,"6801 Hollywood Blvd Suite C3-343, Los Angeles, CA 90028",+1 323-603-2400,https://www.daveandbusters.com/los-angeles/hollywood
Spring Street Smokehouse,"640 N Spring St, Los Angeles, CA 90012-2835",+1 213-626-0535,http://www.sssmokehouse.com/
San Marino Seafood,"2150 Huntington Dr, San Marino, CA 91108-2024",+1 626-943-8862,http://www.sanmarinoseafoodrestaurant.com/#
Maestro Restaurant,"110 E Union St, Pasadena, CA 91103-3926",+1 626-787-1512,https://www.facebook.com/MaestroPasadena/
Genghis Cohen,"740 N Fairfax Ave, Los Angeles, CA 90046-7206",+1 323-653-0640,http://www.genghiscohen.com
Avila's El Ranchito Mexican Restaurant,"6703 Santa Fe Ave, Huntington Park, CA 90255-3903",+1 323-585-5055,http://www.avilaselranchito.com/index.php
Darya Restaurant Santa Monica,"12130 Santa Monica Blvd, Los Angeles, CA 90025-2516",+1 310-442-9000,http://www.daryarestaurant.com/
Cafe Birdie,"5631 N Figueroa St, Los Angeles, CA 90042-4101",+1 323-739-6928,http://cafebirdiela.com/
Vernetti,"225 N Larchmont Blvd, Los Angeles, CA 90004-3706",+1 323-799-5886,http://vernetti.la/
Far Bar,"347 E 1st St, Los Angeles, CA 90012-3901",+1 213-617-9990,http://farbarla.com/
Kagura Downtown,"137 Japanese Village Plaza Mall, Los Angeles, CA 90012-3908",+1 213-680-9686,http://www.littletokyorestaurant.com
Botanica,"1620 Silver Lake Blvd, Los Angeles, CA 90026-1311",+1 323-522-6106,http://botanicarestaurant.com
Panzanella Ristorante,"14928 Ventura Blvd, Los Angeles, CA 91403-3455",+1 818-784-4400,http://www.giacominodrago.com
Bossa Nova Brazilian Cuisine,"10982 W Pico Blvd, Los Angeles, CA 90064-2115",+1 310-441-0404,http://www.bossafood.com/
Soul Restaurant & Bar,"7046 Hollywood Blvd, Los Angeles, CA 90028-6008",+1 323-962-7685,http://www.soulhollywood.com
Tom's Watch Bar,"1011 S Figueroa St Ste B101, Los Angeles, CA 90015-1363",+1 213-746-8667,http://tomswatchbar.com/
Eastside Market,"1013 Alpine St, Los Angeles, CA 90012-1293",+1 213-250-2464,http://esmdeli.com/#
Jones,"7201 Santa Monica Blvd, West Hollywood, CA 90046-6718",+1 323-850-1726,http://www.joneshollywood.com/location.php
La Rose Cafe,"4749 Fountain Ave, Los Angeles, CA 90029-1712",+1 323-662-4024,http://montlucon-saint-victor.campanile.com/en-us/hotel-restaurants/
Fisherman's Outlet Restaurant and Market,"529 S Central Ave, Los Angeles, CA 90013-1714",+1 213-627-7231,http://fishermansoutlet.net/
Uncle Bernie's Deli,"17615 Ventura Blvd, Los Angeles, CA 91316-3842",+1 818-990-6346,http://www.uncleberniesdeli.com/
Ocho Mexican Grill,"255 S Grand Ave, Los Angeles, CA 90012-3015",+1 213-788-4888,http://eatocho.com/
Mistral,"13422 Ventura Blvd, Los Angeles, CA 91423-3914",+1 818-981-6650,http://www.mistralrestaurant.net
Southend,"2805 Abbot Kinney Blvd., Los Angeles, CA 90291-6722",+1 424-228-4736,http://www.southendla.com
Lemonade,"626 N Larchmont Blvd, Los Angeles, CA 90004",+1 323-464-0700,http://www.lemonadela.com/
Cho Oishi,"6801 Hollywood Blvd 4th Floor, Los Angeles, CA 90028-6136",+1 323-464-0500,http://www.chooishi.com
Tara's Himalayan Cuisine,"10855 Venice Blvd, Los Angeles, CA 90034-7109",+1 310-836-9696,http://www.tarashimalayancuisine.com
Lemonade,"145 S Barrington Ave At Barrington & Sunset, Los Angeles, CA 90049",+1 310-471-9700,http://www.lemonadela.com/
Hippo,"5916 1/2 N Figueroa St, Los Angeles, CA 90042",+1 323-545-3536,https://www.hipporestaurant.com/
Blair's,"2903 Rowena Ave, Los Angeles, CA 90039-2003",+1 323-660-1882,https://www.facebook.com/blairs.silverlake/
Vito's Pizza,"846 N La Cienega Blvd, Los Angeles, CA 90069-4708",+1 310-652-6859,http://www.vitopizza.com/
El Carmen,"8138 W 3rd St, Los Angeles, CA 90048-4309",+1 323-852-1552,http://www.elcarmenrestaurant.com
STK Steakhouse,"930 Hilgard Ave W Los Angeles West Beverly Hills, Los Angeles, CA 90024-3009",+1 310-659-3535,http://stksteakhouse.com/venues/los-angeles
Delancey,"5936 W Sunset Blvd, Los Angeles, CA 90028-6521",+1 323-469-2100,http://delanceyhollywood.com
The Ramen Joint,"6220 W 87th St, Los Angeles, CA 90045-3902",+1 424-227-9328,http://www.theramenjoint.com/
Natalee Thai,"10101 Venice Blvd, Los Angeles, CA 90232",+1 310-202-7003,http://www.nataleethai.com/
Roscoe's House of Chicken & Waffles South LA,"106 W Manchester Ave Ste F, Los Angeles, CA 90003-3300",+1 323-752-6211,http://www.roscoeschickenandwaffles.com
Erewhon,"585 Venice Blvd Venice, Los Angeles, CA 90015-3410",+1 310-362-3062,http://www.erewhonmarket.com/
Benny's Tacos & Chicken Rotisserie,"7101 W Manchester Ave, Los Angeles, CA 90045-3508",+1 310-670-8226,http://bennystacos.com
The Exchange Restaurant,"416 W 8th St, Los Angeles, CA 90014",+1 213-395-9531,http://www.theexchangela.com/
Elf Cafe,"2135 W Sunset Blvd, Los Angeles, CA 90026-3124",+1 213-484-6829,http://elfcafe.com/
Alimento,"1720 Silver Lake Blvd, Los Angeles, CA 90026-1222",32392828888,http://alimentola.com
La Boheme,"8400 Santa Monica Blvd, West Hollywood, CA 90069-4296",+1 323-848-2360,http://labohemeweho.com
Sunnin Lebanese Cafe,"1776 Westwood Blvd, Los Angeles, CA 90024-5608",+1 310-475-3358,https://sunnin.com/
Ocean Prime,"9595 Wilshire Blvd, Beverly Hills, CA 90212",+1 310-859-4818,https://www.ocean-prime.com/locations/beverly-hills
Scarantino's Italian Inn,"1524 E Colorado St, Glendale, CA 91205-1514",+1 818-247-9777,http://www.scarantinos.com
Robata JINYA - 3rd St.,"8050 W. 3rd St., Los Angeles, CA 90048",+1 323-653-8877,http://www.jinya-la.com/
Millennium Biltmore Hotel Los Angeles,"506 South Grand Avenue # 0, Los Angeles, CA 90071",+1 213-624-1011,https://www.millenniumhotels.com/en/los-angeles/millennium-biltmore-hotel-los-angeles/?cid=gplaces-millennium-biltmore-hotel-los-angeles
barbrix,"2442 Hyperion Ave Silver Lake, Los Angeles, CA 90027-4714",+1 323-662-2442,http://www.barbrix.com
Plancha - A Taco Joint,"2024 Pacific Ave, Los Angeles, CA 90291-4126",+1 310-823-1500,http://planchatacos.com/
Bacari GDL,"757 Americana Way, Glendale, CA 91210-1507",+1 213-802-6684,https://www.bacarigdl.com
Marouch Lebanese Restaurant,"4905 Santa Monica Blvd, Los Angeles, CA 90029-2537",+1 323-662-9325,http://marouchrestaurant.com/
Plateia,"425 Westwood Plaza UCLA Luskin Conference Center, Los Angeles, CA 90095-0001",+1 310-794-3563,http://plateiaucla.com/
Baramee Thai Restaurant,"354 W 6th St, Los Angeles, CA 90731-3318",+1 310-521-9400,http://www.barameethairestaurant.com
Shabu Shabu House Restaurant,"127 Japanese Village Plaza Mall, Los Angeles, CA 90012-3908",+1 213-680-3890,http://shabushabuhouse.menutoeat.com
Sushi Enya,"343 E 1st St, Los Angeles, CA 90012-3901",+1 626-365-3512,http://www.sushienya.com
The Farm of Beverly Hills,"439 N Beverly Dr, Beverly Hills, CA 90210-4601",+1 310-273-5578,http://www.thefarmofbeverlyhills.com
Senor G's Restaurant,"343 Culver Blvd, Los Angeles, CA 90293-7789",+1 310-822-7733,http://www.senorgs.com
Grand Cafe Omni Hotel,"251 S Olive St, Los Angeles, CA 90012-3002",+1 213-617-3300,http://www.omnihotels.com/hotels/los-angeles-california-plaza/dining/grand-cafe
Compagnon Wine Bistro,"335 W 7th St San Pedro, Los Angeles, CA 90731",+1 424-342-9840,http://www.compagnonbistro.com
The Edmon,"5168 Melrose Ave, Los Angeles, CA 90038-4117",+1 323-645-5225,http://theedmon.com/
Pez Cantina,"401 S Grand Ave, Los Angeles, CA 90071-1901",+1 213-258-2280,http://www.pezcantina.com
The Local Peasant,"22901 Ventura Blvd, Los Angeles, CA 91364-1206",+1 818-876-0105,http://www.thelocalpeasant.com/
California Pizza Kitchen Pasadena,"99 N Los Robles Ave, Pasadena, CA 91101-1736",+1 626-585-9020,http://www.cpk.com
Sushi Komasa,"351 E 2nd St, Los Angeles, CA 90012-4215",+1 213-680-1792,http://sushikomasa.com/
Kino Sushi,"6721 Hollywood Blvd Los Angeles, CA, Los Angeles, CA 90028-4604",+1 323-465-4567,http://kinosushihollywood.com
Ostrich Farm,"1525 W Sunset Blvd, Los Angeles, CA 90026-3319",+1 213-537-0657,http://ostrichfarmla.com
Native Foods,"1110 1/2 Gayley Ave, Los Angeles, CA 90024-3404",+1 310-209-1055,http://www.nativefoods.com
It's Pho,"1821 N Cahuenga Blvd, Los Angeles, CA 90028-5001",+1 323-380-7998,http://www.itspho.com
Nate N Als,"414 N Beverly Dr, Beverly Hills, CA 90210-4602",+1 310-274-0101,http://natenals.com
Cacao Mexicatessen,"1576 Colorado Blvd, Los Angeles, CA 90041-1441",+1 323-478-2791,http://www.cacaodeli.com
Rocco's Pizza,"6335 Wilshire Blvd, Los Angeles, CA 90048-5001",+1 323-655-0058,http://roccospizza.la/
Bonaventure Brewing Co.,"404 S Figueroa St 4th St., at the Bonaventure Hotel, Los Angeles, CA 90071-1710",+1 213-236-0802,http://www.bonaventurebrewing.com/
The Fox and Hounds,"11100 Ventura Blvd, Los Angeles, CA 91604-3133",+1 818-763-7837,http://www.thefoxandhounds.com/
Lido Pizza,"15232 Victory Blvd Van Nuys, Los Angeles, CA 91411-1717",+1 818-781-2551,http://www.chichispizza.com
Craig's,"8826 Melrose Ave, West Hollywood, CA 90069-5604",+1 310-276-1900,http://craigs.la/
Carousel Restaurant,"5112 Hollywood Blvd, Los Angeles, CA 90027-6126",+1 323-660-8060,http://carouselrestaurant.com
Singapore's Banana Leaf,"6333 W 3rd St, Los Angeles, CA 90036-3109",+1 323-933-4627,http://www.singaporesbananaleaf.com/
Gloria's Cafe,"10227 Venice Blvd, Los Angeles, CA 90034",+1 310-838-0963,http://gloriascafe.com/index.html
Night + Market,"3322 W Sunset Blvd, Los Angeles, CA 90026-2118",+1 323-665-5899,http://www.nightmarketla.com
The Cicada Restaurant and Club,"617 S Olive St James Oviatt Building, Los Angeles, CA 90014-1605",+1 213-488-9488,http://www.cicadaclub.com/
Le Petit Greek,"127 N Larchmont Blvd, Los Angeles, CA 90004-3704",+1 323-464-5160,http://www.lepetitgreek.com
Roscoes House of Chicken & Waffles,"621 W Manchester Blvd, Inglewood, CA 90301-1629",+1 310-981-4141,http://www.roscoeschickenandwaffles.com
Cafe Crepe,"800 N Alameda St Union Station, Los Angeles, CA 90012-2177",+1 213-542-3400,http://cafecrepe.com/welcome/union-station/
Las Fuentes Mexican Food,"18415 Vanowen St, Los Angeles, CA 91335-5312",+1 818-708-3344,http://lasfuentes.com/
Gus's World Famous Fried Chicken,"1262 Crenshaw Blvd, Los Angeles, CA 90019-3109",+1 323-402-0232,http://www.gusfriedchicken.com
Sushi Stop,"17547 Ventura Blvd, Los Angeles, CA 91316-3853",+1 818-986-0014,http://sushistopusa.com/
Cafe Vida,"15317 Antioch Street, Los Angeles, CA 90272",+1 310-573-1335,https://cafevida.net/?y_source=1_MTY5MTI2NzctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D
Cheese cake factory,"6600 Topanga Canyon Blvd Ste 51, Los Angeles, CA 91303-2609",+1 818-883-9900,http://thecheesecakefactory.com
Yard House,"9301 Tampa Avenue Suite 216, Los Angeles, CA 91324-2503",+1 818-721-0085,https://www.yardhouse.com/locations/ca/northridge/northridge-fashion-center/8342
Blu Jam Cafe,"23311 Mulholland Dr Woodland Hills, Los Angeles, CA 91364-2734",+1 818-222-1044,http://www.blujamcafe.com
Sugarfish by Sushi Nozawa,"11640 San Vicente Blvd, Los Angeles, CA 90049-6517",+1 310-820-4477,http://sugarfishsushi.com/our-locations/brentwood
E.P & L.P,"603 N La Cienega Blvd, West Hollywood, CA 90069-5201",+1 310-855-9955,http://eplosangeles.com/
Loteria Grill,"6333 W 3rd St, Los Angeles, CA 90036-3109",+1 323-930-2211,http://loteriagrill.com/
M Grill,"3832 Wilshire Blvd 2nd Floor, Los Angeles, CA 90010-3221",+1 213-389-2770,https://m-grill.com/
Fleming's Prime Steakhouse & Wine Bar,"6373 Topanga Canyon Blvd. Woodland Hills, Los Angeles, CA 91367",+1 818-346-1005,https://www.flemingssteakhouse.com/Locations/CA/Woodland-Hills
Road to Seoul,"1230 S Western Ave, Los Angeles, CA 90006-3108",+1 323-731-9292,https://www.facebook.com/roadtoseoul/
The Tap Room at The Langham,"1401 S Oak Knoll Ave, Pasadena, CA 91106-4508",+1 626-568-3900,http://langhamtaproom.com/
Coffee Company,"Los Angeles, CA",,http://www.laxcoffeeco.com
Carnival Restaurant,"4356 Woodman Ave, Los Angeles, CA 91423-3031",+1 818-784-3469,http://www.carnivalrest.com
M Café Melrose,"7119 Melrose Ave, West Hollywood, CA 90046-7617",+1 323-525-0588,http://www.mcafedechaya.com/
Hoy-Ka Thai Noodle House,"5908 W Sunset Blvd, Los Angeles, CA 90028-6505",+1 323-463-2979,http://hoykahollywood.net/
The Tripel,"333 Culver Blvd Playa del Rey, Los Angeles, CA 90293-7703",+1 310-821-0333,http://www.thetripel.com
Engine Co. No. 28,"644 S Figueroa St, Los Angeles, CA 90017-3411",+1 213-624-6996,https://www.facebook.com/EngineCo28/
Taylor's Steakhouse,"3361 W 8th St, Los Angeles, CA 90005-2438",+1 213-382-8449,http://www.taylorssteakhouse.com/
chi Spacca,"6610 Melrose Ave, Los Angeles, CA 90038-3410",+1 323-297-1133,http://chispacca.com
Jar,"8225 Beverly Blvd, Los Angeles, CA 90048-4505",+1 323-655-6566,http://thejar.com/
Panini Kabob Grill - Downtown L.A.,"600 W 9th St, Los Angeles, CA 90015-4301",+1 213-489-4200,http://paninikabobgrill.com/
Spumante Restaurant,"11049 Magnolia Blvd Ste 107 North Hollywood, Los Angeles, CA 91601-5658",+1 818-508-7716,http://www.spumanterestaurant.com/
Cindy's Eagle Rock,"1500 Colorado Blvd, Los Angeles, CA 90041-1425",+1 323-257-7375,http://cindyseaglerock.com/
Le Pain Quotidien,"88 W Colorado Blvd Ste 102, Pasadena, CA 91105",+1 626-396-0814,https://www.lepainquotidien.com/us/en/locations/pasadena/88-w-colorado-blvd?utm_source=yext&utm_medium=business-listing&utm_campaign=&y_source=1_Nzg1ODUzMS03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
The Cheesecake Factory,"6600 Topanga Canyon Blvd Ste 51, Los Angeles, CA 91303",+1 818-883-9900,http://locations.thecheesecakefactory.com/ca/canoga-park-170.html
Night + Market,"9043 W Sunset Blvd, West Hollywood, CA 90069-1828",+1 310-275-9724,http://www.nightmarketla.com/
The Great Greek Restaurant,"13362 Ventura Blvd, Los Angeles, CA 91423-3939",+1 818-905-5250,https://greatgreek.com/
Open Sesame,"7458 Beverly Blvd, West Hollywood, CA 90036-2701",+1 323-525-1698,http://www.opensesamegrill.com
Monty's Good Burger,"516 S Western Ave, Los Angeles, CA 90020-4208",+1 909-259-0652,http://montysgoodburger.com
Follow Your Heart Market & Cafe,"21825 Sherman Way, Los Angeles, CA 91303-1941",+1 818-348-3240,http://www.followyourheart.com/
SOL Mexican Cocina,"12775 Millennium Dr Unit 160, Los Angeles, CA 90094",+1 424-289-0066,https://solcocina.com/
Beverly Soon Tofu,"2717 W Olympic Blvd Ste 108, Los Angeles, CA 90006-2642",+1 213-380-1113,http://beverlysoontofu.com
Restaurant Hama,"213 Windward Ave, Los Angeles, CA 90291-3764",+1 310-396-8783,http://hamasushirestaurant.com/
Basix Cafe,"8333 Santa Monica Blvd, Los Angeles, CA 90069-4307",+1 323-848-2460,http://www.basixcafe.com/
Fixins Soul Kitchen,"800 W Olympic Blvd, Los Angeles, CA 90015-1360",+1 213-799-7685,http://fixinssoulkitchen.com
Evo Kitchen,"7950 W Sunset Blvd, Los Angeles, CA 90046-3356",+1 323-375-3390,http://www.evokitchenla.com
The Grill on the Alley,"9560 Dayton Way, Beverly Hills, CA 90210-5102",+1 310-276-0615,http://thegrill.com/locations/the-grill-beverly-hills-california
Hide Sushi,"2040 Sawtelle Blvd, Los Angeles, CA 90025-6230",+1 310-477-7242,http://www.hidesushi.com/
Joe's Pizza on Hollywood,"6504 Hollywood Blvd, West Hollywood, CA 90028-6210",+1 323-467-9500,http://joespizza.it
Thai Patio,"5273 Hollywood Blvd, Los Angeles, CA 90027-4912",+1 323-466-3894,http://thaipatio.menutoeat.com
Backyard Bowls,"8303 Beverly Blvd, Los Angeles, CA 90048-2607",+1 323-746-5404,https://www.facebook.com/backyardbowls/
Chado Tea Room,"6801 Hollywood Blvd Ste 209, West Hollywood, CA 90028-6142",+1 323-655-2056,http://www.chadotea.com/tr_hwood.php
Mary and Robb's Westwood Cafe,"1453 Westwood Blvd, Los Angeles, CA 90024-4911",+1 310-478-3822,http://maryandrobbs.com
Mike & Anne's Restaurant,"1040 Mission St, South Pasadena, CA 91030",+1 626-799-7199,https://www.mikeandannes.com/
Harold and Belle's,"2920 W Jefferson Blvd, Los Angeles, CA 90018-3339",+1 323-735-9023,http://www.haroldandbellesrestaurant.com
Pa Ord Noodles,"5301 W Sunset Blvd, Los Angeles, CA 90027-5694",,http://paordnoodle.menutoeat.com
The Waterfront Venice,"205 Ocean Front Walk, Los Angeles, CA 90291-2408",+1 424-309-5331,https://www.thewaterfrontvenice.com/
Nonna's Empanadas,"8556 W 3rd St, Los Angeles, CA 90048-4122",+1 310-385-0445,http://www.nonnasempanadas.com/
Buffalo Wild Wings,"7060 Hollywood Blvd, Los Angeles, CA 90028-6014",+1 323-466-1721,http://www.buffalowildwings.com
Justice Urban Tavern,"120 S Los Angeles St, Los Angeles, CA 90012-3724",+1 213-253-9235,http://www.justicela.com/
Le Petit Paris,"418 S Spring St, Los Angeles, CA 90013-2002",+1 213-217-4445,https://web.facebook.com/lepetitparisla/
Fatburger,"10600 Ventura Blvd., Los Angeles, CA 91604",+1 818-769-8725,https://locations.fatburger.com/united-states/ca/studio-city-ca/10600-ventura-blvd
A Food Affair,"1515 S Robertson Blvd, Los Angeles, CA 90035-4231",+1 310-557-9795,http://afoodaffair.com
Los Gringos Locos,"631 Foothill Blvd, La Canada Flintridge, CA 91011-3403",+1 818-790-2696,http://www.losgringoslocos.com
Snow White Cafe and Grill,"6769 Hollywood Blvd, Los Angeles, CA 90028-4623",+1 323-465-4444,http://snowwhitecafe.com
Morton's The Steakhouse,"735 S Figueroa St Suite 207, Los Angeles, CA 90017",+1 213-553-4566,http://www.mortons.com/losangeles/
Bar Ama,"118 W 4th St, Los Angeles, CA 90013-1308",+1 213-687-8002,http://www.bar-ama.com
Blue Palms Brewhouse,"6124 Hollywood Blvd, Los Angeles, CA 90028-5304",+1 323-464-2337,http://www.bluepalmsbrewhouse.com
Pailin Thai Cuisine,"5621 Hollywood Blvd, Los Angeles, CA 90028-6809",+1 323-467-6775,https://www.facebook.com/pages/category/Thai-Restaurant/Pailin-Thai-Cuisine-119650218048400/
Katsuya Brentwood,"11777 San Vicente Blvd Ste 120, Los Angeles, CA 90049-5011",+1 310-237-6174,http://katsuyarestaurant.com/brentwood
Pat's Restaurant,"9233 W Pico Blvd, Los Angeles, CA 90035-1386",+1 310-205-8705,http://www.patsrestaurantandcatering.com
Polo Lounge at the Beverly Hills Hotel,"9641 Sunset Blvd, Beverly Hills, CA 90210",+1 310-887-2777,https://www.dorchestercollection.com/en/los-angeles/the-beverly-hills-hotel/restaurants-bars/the-polo-lounge/
